name,type,mainDepartment,county,province,religion,registrationTime,registrationAuthority,registrationCertificateNumber,category,unifiedSocialCreditCode,address,city,phoneNumber,manager,postalCode,id,website
临海市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-48,临海市,浙江省,佛教,1989/5/14,ZJ-RELIGIOUSGROUP-GOV-5,浙临民社证字第020031号,县团体,51331082502620349J,浙江省台州市临海市大洋街道三峰路718号（三峰禅寺内）,台州市,18958657607,ZJ-RELIGIOUSGROUP-PEOPLE-171,317000,临海市佛教协会,
诸暨市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-54,诸暨市,浙江省,基督教,1992/4/10,ZJ-RELIGIOUSGROUP-GOV-34,诸30034,县团体,51330681307464360U,浙江省绍兴市诸暨市暨阳街道金鸡坞村苎萝东路15号,绍兴市,0575-87225445,ZJ-RELIGIOUSGROUP-PEOPLE-176,311800,诸暨市基督教协会,
岱山县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-29,岱山县,浙江省,佛教,2004/6/1,ZJ-RELIGIOUSGROUP-GOV-60,浙岱社证字第103号,县团体,513000000000000000,浙江省舟山市岱山县高亭镇人民路134——6号,舟山市,0580-4487007,ZJ-RELIGIOUSGROUP-PEOPLE-262,316200,岱山县佛教协会,
龙湾区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-51,龙湾区,浙江省,天主教,2002/8/13,ZJ-RELIGIOUSGROUP-GOV-32,组代管330303-081053,县团体,51330303502125815C,浙江省温州市龙湾区永中街道沧头下53号,温州市,0577-86885173,ZJ-RELIGIOUSGROUP-PEOPLE-38,325024,龙湾区天主教爱国会,
台州市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-173,331001,浙江省,基督教,1989/12/1,ZJ-RELIGIOUSGROUP-GOV-19,12005,市团体,51331000502607574U,浙江省台州市椒江区岙里缪小区东边山脚下台州人民防空办公室一号楼,台州市,0576-88880130,ZJ-RELIGIOUSGROUP-PEOPLE-270,318000,台州市基督教协会,
海宁市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-88,海宁市,浙江省,基督教,2000/4/1,ZJ-RELIGIOUSGROUP-GOV-95,海社证字第210007号,县团体,51330481A960293015,浙江省嘉兴市海昌南路119号,嘉兴市,0573-87041214,ZJ-RELIGIOUSGROUP-PEOPLE-197,314400,海宁市基督教三自爱国运动委员会,
温州市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-40,330301,浙江省,道教,1986/12/1,ZJ-RELIGIOUSGROUP-GOV-6,温社证字第188号,市团体,51330300502106120J,浙江省温州市西山东路234号,温州市,0577-88529772,ZJ-RELIGIOUSGROUP-PEOPLE-6,325005,温州市道教协会,
宁波市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-3,330201,浙江省,天主教,1957/8/29,ZJ-RELIGIOUSGROUP-GOV-92,浙甬社证字第800245号,市团体,51330200MJ8936558U,浙江省宁波市中马路2号,宁波市,0574-63890642,ZJ-RELIGIOUSGROUP-PEOPLE-185,315000,宁波市天主教爱国会,
新昌县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-69,新昌县,浙江省,基督教,2013/12/31,ZJ-RELIGIOUSGROUP-GOV-96,50233953-0,县团体,51330624502339530L,浙江省绍兴市新昌县南明街道红色路36号,绍兴市,86032130,ZJ-RELIGIOUSGROUP-PEOPLE-162,312500,新昌县基督教三自爱国运动委员会,
衢州市伊斯兰教协会,协会,ZJ-RELIGIOUSVENUE-GOV-11,330801,浙江省,伊斯兰教,2007/1/1,ZJ-RELIGIOUSGROUP-GOV-70,衢市社证字第4042号,市团体,51330800662868941M,浙江省衢州市宁绍巷14号宗教有礼园,衢州市,0570-3020783,ZJ-RELIGIOUSGROUP-PEOPLE-188,324000,衢州市伊斯兰教协会,
松阳县基督教三自爱国运动委员会（未登记）,协会,ZJ-RELIGIOUSVENUE-GOV-53,松阳县,浙江省,基督教,2016/12/30,ZJ-RELIGIOUSGROUP-GOV-78,浙丽松社证字第095号,县团体,,浙江省丽水市松阳县西屏街道耶稣堂弄16号,丽水市,0578-8983538,ZJ-RELIGIOUSGROUP-PEOPLE-194,323400,松阳县基督教三自爱国运动委员会（未登记）,
椒江区道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-7,椒江区,浙江省,道教,1987/5/1,ZJ-RELIGIOUSGROUP-GOV-14,台椒民社证字第82015号,县团体,51331002502613640R,浙江省台州市椒江区望江花园2幢3单元205室,台州市,0576-88895551,ZJ-RELIGIOUSGROUP-PEOPLE-237,318000,椒江区道教协会,
苍南县天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-34,苍南县,浙江省,天主教,1999/1/1,ZJ-RELIGIOUSGROUP-GOV-11,,县团体,51330327MJ92357378,浙江省温州市苍南县灵溪镇双垟天主堂,温州市,13355772088,ZJ-RELIGIOUSGROUP-PEOPLE-359,325800,苍南县天主教爱国会,
瑞安市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-2,瑞安市,浙江省,佛教,1991/1/1,ZJ-RELIGIOUSGROUP-GOV-98,组代管330381-049806-1,县团体,513000000000000000,浙江省温州市瑞安市安阳街道十八家机场路18号,温州市,15355983568,ZJ-RELIGIOUSGROUP-PEOPLE-249,325200,瑞安市佛教协会,http://www.rafjxh.net/
兰溪市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-14,兰溪市,浙江省,佛教,1999/12/1,ZJ-RELIGIOUSGROUP-GOV-64,兰社证字第016号,县团体,51330781770709251B,浙江省金华市兰溪市卯竹园村,金华市,13858990949,ZJ-RELIGIOUSGROUP-PEOPLE-77,321100,兰溪市佛教协会,
柯桥区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-105,柯桥区,浙江省,基督教,2016/12/7,ZJ-RELIGIOUSGROUP-GOV-69,,县团体,51330603MJ95071493,浙江省绍兴市柯桥区柯桥永进路,绍兴市,0575-84076338,ZJ-RELIGIOUSGROUP-PEOPLE-92,312030,柯桥区基督教协会,
建德市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-64,建德市,浙江省,佛教,2001/10/26,ZJ-RELIGIOUSGROUP-GOV-72,建民社证字第14号,县团体,51330182056735954P,浙江省建德市洋溪街道一江春水揽月阁1号108室,杭州市,0571-64718406,ZJ-RELIGIOUSGROUP-PEOPLE-189,311607,建德市佛教协会,
嘉兴市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-125,330401,浙江省,基督教,1987/8/1,ZJ-RELIGIOUSGROUP-GOV-63,浙嘉社证字第210024号,市团体,513000000000000000,浙江省嘉兴市禾兴南路122弄16号,嘉兴市,13819089576,ZJ-RELIGIOUSGROUP-PEOPLE-356,314000,嘉兴市基督教协会,
平阳县道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-25,平阳县,浙江省,道教,1988/7/1,ZJ-RELIGIOUSGROUP-GOV-7,平民社证字第33032603007号,县团体,51330326A953362975,浙江省温州市平阳县昆阳镇坡南东岳观,温州市,13506775212,ZJ-RELIGIOUSGROUP-PEOPLE-8,325400,平阳县道教协会,
台州市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-173,331001,浙江省,天主教,1994/4/16,ZJ-RELIGIOUSGROUP-GOV-19,12097,市团体,51331000502607486D,浙江省台州市椒江区西门路2号,台州市,0576-88226527,ZJ-RELIGIOUSGROUP-PEOPLE-22,318000,台州市天主教爱国会,
慈溪市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-60,慈溪市,浙江省,基督教,2019/6/14,ZJ-RELIGIOUSGROUP-GOV-43,浙慈社证字第000049号,县团体,51330282MJ9073782Q,浙江省宁波市慈溪市宗汉街道兴园路29号,宁波市,0574-63810648,ZJ-RELIGIOUSGROUP-PEOPLE-132,315300,慈溪市基督教协会,
椒江区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-7,椒江区,浙江省,佛教,1986/10/1,ZJ-RELIGIOUSGROUP-GOV-14,台椒民社证字第82001号,县团体,5133100250261351XT,浙江省台州市椒江区葭芷街道高坎村万兴寺内,台州市,0576-88318898,ZJ-RELIGIOUSGROUP-PEOPLE-16,318000,椒江区佛教协会,
定海区基督教协会（未登记）,协会,ZJ-RELIGIOUSVENUE-GOV-81,定海区,浙江省,基督教,2016/12/30,,,县团体,,浙江省舟山市定海区昌国街道,舟山市,0580-2587263,ZJ-RELIGIOUSGROUP-PEOPLE-247,316000,定海区基督教协会（未登记）,
南湖区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-85,南湖区,浙江省,基督教,2013/9/27,ZJ-RELIGIOUSGROUP-GOV-106,浙嘉南民社证字第410066号,县团体,5133040250221050X2,浙江省嘉兴市南湖区南湖街道滨河路320号,嘉兴市,0573-83188884,ZJ-RELIGIOUSGROUP-PEOPLE-217,314007,南湖区基督教协会,
龙游县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-97,龙游县,浙江省,基督教,2003/1/1,ZJ-RELIGIOUSGROUP-GOV-104,浙龙社证字第003号,县团体,51330825MJ9742472P,浙江省衢州市龙游县东华街道后山巷56号,衢州市,0570-7919193,ZJ-RELIGIOUSGROUP-PEOPLE-278,324400,龙游县基督教协会,
嘉兴市（节点）,协会,ZJ-RELIGIOUSVENUE-GOV-125,330401,浙江省,道教,1900/1/1,,,市团体,,,嘉兴市,,,,嘉兴市（节点）,
玉环市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-101,玉环市,浙江省,基督教,1983/9/17,ZJ-RELIGIOUSGROUP-GOV-1,玉社证字第92096号,县团体,51331021MJ9838773B,浙江省台州市玉环市玉城街道玉潭路29号,台州市,13665784947,ZJ-RELIGIOUSGROUP-PEOPLE-89,317600,玉环市基督教协会,
庆元县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-78,庆元县,浙江省,佛教,2012/6/1,ZJ-RELIGIOUSGROUP-GOV-91,浙庆社证字第0131号,县团体,513000000000000000,浙江省丽水市庆元县屏都街道安禅寺内,丽水市,15957816450,ZJ-RELIGIOUSGROUP-PEOPLE-137,323800,庆元县佛教协会,
青田县道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-67,青田县,浙江省,道教,2001/3/1,ZJ-RELIGIOUSGROUP-GOV-71,浙青社证字第025号,县团体,513000000000000000,浙江省丽水市青田县鹤城镇东岳宫,丽水市,13857095092,ZJ-RELIGIOUSGROUP-PEOPLE-94,323900,青田县道教协会,
泰顺县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-9,泰顺县,浙江省,基督教,2014/1/20,ZJ-RELIGIOUSGROUP-GOV-80,泰社证字第2014－003号,县团体,51330329502190035Q,浙江省温州市泰顺县罗阳镇东大街五弄东门基督教堂,温州市,13567734544,ZJ-RELIGIOUSGROUP-PEOPLE-277,325500,泰顺县基督教协会,
嵊州市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-10,嵊州市,浙江省,基督教,1997/7/7,ZJ-RELIGIOUSGROUP-GOV-57,浙嵊5028,县团体,513000000000000000,浙江省绍兴市嵊州市剡湖街道孝子坊路8号,绍兴市,0575-83013232,ZJ-RELIGIOUSGROUP-PEOPLE-70,312400,嵊州市基督教三自爱国运动委员会,
桐庐县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-77,桐庐县,浙江省,佛教,1999/1/1,ZJ-RELIGIOUSGROUP-GOV-13,139,县团体,51330122501940332Q,浙江省杭州市桐庐县桐君街道康乐路16号,杭州市,18857191748,ZJ-RELIGIOUSGROUP-PEOPLE-106,311500,桐庐县佛教协会,
镇海区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-74,镇海区,浙江省,佛教,1991/9/4,ZJ-RELIGIOUSGROUP-GOV-65,镇社证字第47号,县团体,51330211MJ8997916U,浙江省宁波市镇海区中山路8号,宁波市,0574-86273232,ZJ-RELIGIOUSGROUP-PEOPLE-295,315200,镇海区佛教协会,
龙泉市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-58,龙泉市,浙江省,道教,2016/12/23,ZJ-RELIGIOUSGROUP-GOV-28,,县团体,51331181MJ9975591R,龙泉市兰巨乡大巨村,丽水市,,ZJ-RELIGIOUSGROUP-PEOPLE-314,323714,龙泉市道教协会,
秀洲区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-96,秀洲区,浙江省,基督教,1991/6/3,ZJ-RELIGIOUSGROUP-GOV-46,秀洲社证字第410028号,县团体,513000000000000000,浙江省嘉兴市秀洲区洪合镇民和路小木桥61号,嘉兴市,13819089576,ZJ-RELIGIOUSGROUP-PEOPLE-141,314023,秀洲区基督教协会,
苍南县道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-34,苍南县,浙江省,道教,1985/1/1,ZJ-RELIGIOUSGROUP-GOV-11,浙温苍社证字第053号,县团体,51330327502171352D,浙江省温州市苍南县灵溪镇02小区9幢1单元302室,温州市,0577-64776386,ZJ-RELIGIOUSGROUP-PEOPLE-12,325800,苍南县道教协会,
绍兴市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-41,330601,浙江省,佛教,1991/9/18,ZJ-RELIGIOUSGROUP-GOV-66,51330600502303079w,市团体,51330600502303079W,浙江省绍兴市越城区稽山街道香炉峰炉峰禅寺内,绍兴市,0575-8513687885114879,ZJ-RELIGIOUSGROUP-PEOPLE-118,312000,绍兴市佛教协会,
湖州市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-73,南浔区,浙江省,天主教,1998/8/1,ZJ-RELIGIOUSGROUP-GOV-47,浙湖社证字第226号,市团体,51330500502273906X,浙江省湖州市南浔镇浔东村天主教堂,湖州市,0572-3915219,ZJ-RELIGIOUSGROUP-PEOPLE-206,313009,湖州市天主教爱国会,
吴兴区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-32,吴兴区,浙江省,佛教,2014/10/22,ZJ-RELIGIOUSGROUP-GOV-16,2,县团体,51330502757054668Q,浙江省湖州市吴兴区织里镇织里中路288号,湖州市,0572-2039958,ZJ-RELIGIOUSGROUP-PEOPLE-263,313000,吴兴区佛教协会,
乐清市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-6,乐清市,浙江省,道教,1986/1/1,ZJ-RELIGIOUSGROUP-GOV-68,社证第47号,县团体,513000000000000000,浙江省温州市乐清市乐成街道清远路国贸大厦B幢230-231室,温州市,0577-62555801,ZJ-RELIGIOUSGROUP-PEOPLE-290,325600,乐清市道教协会,
秀洲区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-96,秀洲区,浙江省,佛教,1994/9/10,ZJ-RELIGIOUSGROUP-GOV-46,秀洲社证字第210017号,县团体,51330411502218253G,浙江省嘉兴市秀洲区新塍镇蓬莱路832号,嘉兴市,0573-83403274,ZJ-RELIGIOUSGROUP-PEOPLE-258,314015,秀洲区佛教协会,
鹿城区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-21,鹿城区,浙江省,基督教,2005/12/1,ZJ-RELIGIOUSGROUP-GOV-100,5.13E+17,县团体,513000000000000000,浙江省温州市江滨西路丽都大厦306室,温州市,0577-88988322,ZJ-RELIGIOUSGROUP-PEOPLE-214,325000,鹿城区基督教三自爱国运动委员会,
青田县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-67,青田县,浙江省,佛教,2019/9/10,ZJ-RELIGIOUSGROUP-GOV-71,51331121MJ99292534,县团体,51331121MJ99292534,浙江省丽水市青田县鹤城街道太鹤山环翠寺,丽水市,13905884884,ZJ-RELIGIOUSGROUP-PEOPLE-107,323900,青田县佛教协会,
长兴县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-33,长兴县,浙江省,基督教,2000/4/1,ZJ-RELIGIOUSGROUP-GOV-22,长社证字第051号,县团体,5133052250228746XF,浙江省湖州市长兴县龙山街道画溪湿地公园内,湖州市,15967243777,ZJ-RELIGIOUSGROUP-PEOPLE-357,313100,长兴县基督教三自爱国运动委员会,
岱山县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-29,岱山县,浙江省,基督教,2000/8/1,ZJ-RELIGIOUSGROUP-GOV-60,浙岱社证字第79号,县团体,5133092150250986XL,浙江省舟山市岱山县衢山镇里高涂村平阳弄16号,舟山市,18967238901,ZJ-RELIGIOUSGROUP-PEOPLE-148,316289,岱山县基督教三自爱国运动委员会,
龙湾区道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-51,龙湾区,浙江省,道教,1995/5/1,ZJ-RELIGIOUSGROUP-GOV-32,组代管330303-081635,县团体,51330303502125735Q,浙江省温州市龙湾区永中街道刘宅村伯温路,温州市,0577-86920509,ZJ-RELIGIOUSGROUP-PEOPLE-145,325024,龙湾区道教协会,
湖州市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-73,330501,浙江省,基督教,1991/4/1,ZJ-RELIGIOUSGROUP-GOV-47,社证字148号,市团体,51330500502274888X,浙江省湖州市衣裳街双井巷24号,湖州市,0572-2054874,ZJ-RELIGIOUSGROUP-PEOPLE-85,313000,湖州市基督教协会,
普陀山佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-76,普陀区,浙江省,佛教,2003/1/1,ZJ-RELIGIOUSGROUP-GOV-75,50248465-8,县团体,513000000000000000,浙江省舟山市普陀山香华街15号,舟山市,0580-6091371,ZJ-RELIGIOUSGROUP-PEOPLE-269,316107,普陀山佛教协会,
温州市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-40,330301,浙江省,基督教,1991/8/1,ZJ-RELIGIOUSGROUP-GOV-6,温社证字第154号,市团体,513000000000000000,浙江省温州市沧河巷116号,温州市,0577-88290015/88290115,ZJ-RELIGIOUSGROUP-PEOPLE-111,325000,温州市基督教协会,
浦江县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-44,浦江县,浙江省,基督教,1982/12/1,ZJ-RELIGIOUSGROUP-GOV-86,浦江县社证字第074009号,县团体,513000000000000000,浙江省金华市浦江县仙华街道大许五区94号,金华市,15325927481,ZJ-RELIGIOUSGROUP-PEOPLE-347,322200,浦江县基督教三自爱国运动委员会,
湖州市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-73,330501,浙江省,基督教,1991/4/20,ZJ-RELIGIOUSGROUP-GOV-47,社证字第147号,市团体,51330500502274896Q,浙江省湖州市衣裳街双井巷24号,湖州市,0572-2054874,ZJ-RELIGIOUSGROUP-PEOPLE-288,313000,湖州市基督教三自爱国运动委员会,
慈溪市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-60,慈溪市,浙江省,天主教,1994/9/15,ZJ-RELIGIOUSGROUP-GOV-43,社证字第050号,县团体,51330282MJ9073790K,浙江省宁波市慈溪市古塘街道教场山路,宁波市,15857412707,ZJ-RELIGIOUSGROUP-PEOPLE-318,315300,慈溪市天主教爱国会,
开化县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-19,开化县,浙江省,佛教,2021/8/19,ZJ-RELIGIOUSGROUP-GOV-89,浙开社证字第822号,县团体,51330824313636333G,浙江省衢州市开化县城关镇灵山路69号,衢州市,0570－6161176,ZJ-RELIGIOUSGROUP-PEOPLE-130,324300,开化县佛教协会,
柯城区基督教三自爱国运动委员会（未登记）,协会,ZJ-RELIGIOUSVENUE-GOV-75,柯城区,浙江省,基督教,2016/12/30,ZJ-RELIGIOUSGROUP-GOV-2,,县团体,,浙江省衢州市柯城区新河沿171-179号二楼,衢州市,0570-8633267,ZJ-RELIGIOUSGROUP-PEOPLE-2,324000,柯城区基督教三自爱国运动委员会（未登记）,
诸暨市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-54,诸暨市,浙江省,基督教,1992/4/10,ZJ-RELIGIOUSGROUP-GOV-34,诸30035,县团体,51330681782910729J,浙江省绍兴市诸暨市暨阳街道金鸡坞村苎萝东路15号,绍兴市,0575-87225445,ZJ-RELIGIOUSGROUP-PEOPLE-358,311800,诸暨市基督教三自爱国运动委员会,
宁波市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-3,330201,浙江省,基督教,1984/9/1,ZJ-RELIGIOUSGROUP-GOV-92,社证字第110171,市团体,51330200MJ893654XU,浙江省宁波市槐树路121号,宁波市,0574-87468769,ZJ-RELIGIOUSGROUP-PEOPLE-139,315020,宁波市基督教协会,
杭州市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-108,330101,浙江省,天主教,1955/10/1,ZJ-RELIGIOUSGROUP-GOV-15,76,市团体,5133010050189214XQ,浙江省杭州市中山北路415号,杭州市,0571-85101364,ZJ-RELIGIOUSGROUP-PEOPLE-192,310003,杭州市天主教爱国会,
浦江县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-44,浦江县,浙江省,佛教,2005/1/22,ZJ-RELIGIOUSGROUP-GOV-86,浙浦县社证字第0740011号,县团体,51330726787724917M,浙江省金华市浦江县浦阳街道善庆村佑岩禅寺,金华市,13906516333,ZJ-RELIGIOUSGROUP-PEOPLE-125,322201,浦江县佛教协会,
温州市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-40,330301,浙江省,天主教,2012/8/17,ZJ-RELIGIOUSGROUP-GOV-6,温社证字第204号,市团体,51330300502111827K,浙江省温州市鹿城区周宅祠巷38号,温州市,0577-88232230,ZJ-RELIGIOUSGROUP-PEOPLE-296,325000,温州市天主教爱国会,
温岭市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-17,温岭市,浙江省,基督教,1983/1/1,ZJ-RELIGIOUSGROUP-GOV-48,社证字第52061,县团体,51331081502636156K,浙江省台州市温岭市太平街道兴华路89号,台州市,0576-86223452,ZJ-RELIGIOUSGROUP-PEOPLE-289,317500,温岭市基督教协会,
宁海县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-46,宁海县,浙江省,基督教,1991/8/10,ZJ-RELIGIOUSGROUP-GOV-4,社证字第480001号,县团体,51330226MJ90391543,浙江省宁波市宁海县跃龙街道县前街18号,宁波市,0574-65501758,ZJ-RELIGIOUSGROUP-PEOPLE-233,315600,宁海县基督教三自爱国运动委员会,
缙云县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-27,缙云县,浙江省,佛教,1950/1/1,ZJ-RELIGIOUSGROUP-GOV-54,23,县团体,51331122562395083A,浙江省丽水市缙云县壶镇镇九松寺,丽水市,13457803833,ZJ-RELIGIOUSGROUP-PEOPLE-232,321404,缙云县佛教协会,
湖州市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-73,330501,浙江省,道教,1998/6/1,ZJ-RELIGIOUSGROUP-GOV-47,浙湖社证字:220号,市团体,51330500502273818F,浙江省湖州市上北街4号楼府庙,湖州市,0572-2057603,ZJ-RELIGIOUSGROUP-PEOPLE-126,313000,湖州市道教协会,http://www.yanxiaguan.com.cn/hzdj2.htm
乐清市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-6,乐清市,浙江省,基督教,1985/1/1,ZJ-RELIGIOUSGROUP-GOV-68,浙乐民社证字第41号,县团体,51330382502145138W,浙江省温州市乐清市乐成新世纪花园南龙居1C,温州市,0577-61581137,ZJ-RELIGIOUSGROUP-PEOPLE-191,325600,乐清市基督教协会,
浙江省道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-171,上城区,浙江省,道教,2013/8/13,ZJ-RELIGIOUSGROUP-GOV-35,社证字第22246号,省团体,51330000501876246F,浙江省杭州市上城区大资福庙前路90-1号,杭州市,0571-87961790,ZJ-RELIGIOUSGROUP-PEOPLE-321,310007,浙江省道教协会,http://www.zjdjxh.org/homePage
宁海县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-46,宁海县,浙江省,基督教,1991/8/10,ZJ-RELIGIOUSGROUP-GOV-4,浙证字第480002,县团体,51330226MJ9039162X,浙江省宁波市宁海县跃龙街道县前街18号,宁波市,0574-65501758,ZJ-RELIGIOUSGROUP-PEOPLE-4,315600,宁海县基督教协会,
瓯海区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-5,瓯海区,浙江省,佛教,1990/11/5,ZJ-RELIGIOUSGROUP-GOV-56,温瓯社证字第25号,县团体,51330304502132185C,浙江省温州市瓯海区梧田街道南堡村龙船住宅区汇8栋304室,温州市,0577-88515892,ZJ-RELIGIOUSGROUP-PEOPLE-355,325014,瓯海区佛教协会,www.wzohfj.org
温岭市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-17,温岭市,浙江省,道教,1981/10/17,ZJ-RELIGIOUSGROUP-GOV-48,社证字第52014号,县团体,513000000000000000,浙江省台州市温岭市太平街道方城路58号,台州市,0576-86028239,ZJ-RELIGIOUSGROUP-PEOPLE-208,317500,温岭市道教协会,
宁波市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-3,330201,浙江省,佛教,1951/3/8,ZJ-RELIGIOUSGROUP-GOV-92,110168,市团体,51330200MJ89365239,浙江省宁波市海曙区解放南路12号,宁波市,0574-87322383,ZJ-RELIGIOUSGROUP-PEOPLE-218,301501,宁波市佛教协会,www.nbsfjxh.com
庆元县基督教协会（未登记）,协会,ZJ-RELIGIOUSVENUE-GOV-78,庆元县,浙江省,基督教,2016/12/30,ZJ-RELIGIOUSGROUP-GOV-91,132,县团体,,浙江省丽水市庆元县环城南路庆元教堂内,丽水市,13157897331,ZJ-RELIGIOUSGROUP-PEOPLE-309,323800,庆元县基督教协会（未登记）,
台州市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-173,331001,浙江省,道教,1991/3/20,ZJ-RELIGIOUSGROUP-GOV-19,台社证字第12048号,市团体,51331000502607339U,浙江省台州市经济开发区泾云路88号（市防空办1号楼）,台州市,0576-88506795,ZJ-RELIGIOUSGROUP-PEOPLE-64,318000,台州市道教协会,
衢州市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-11,330801,浙江省,基督教,1987/2/1,ZJ-RELIGIOUSGROUP-GOV-70,浙社证字第4012号,市团体,513000000000000000,浙江省衢州市宁绍巷14号宗教有礼园,衢州市,0570-3021202,ZJ-RELIGIOUSGROUP-PEOPLE-205,324000,衢州市基督教三自爱国运动委员会,
