name,type,mainDepartment,county,province,religion,registrationTime,registrationAuthority,registrationCertificateNumber,category,unifiedSocialCreditCode,address,city,phoneNumber,manager,postalCode,id,website
松阳县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-53,松阳县,浙江省,基督教,1989/10/1,ZJ-RELIGIOUSGROUP-GOV-78,浙丽松社证字第095号,县团体,513000000000000000,浙江省丽水市松阳县西屏街道耶稣堂弄16号,丽水市,0578-8983538,ZJ-RELIGIOUSGROUP-PEOPLE-105,323400,松阳县基督教协会,
三门县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-65,三门县,浙江省,佛教,1983/1/1,ZJ-RELIGIOUSGROUP-GOV-44,浙三民社证字第82023号,县团体,51331022A99848505M,浙江省台州市三门县海游街道禅月山（观兴禅寺）,台州市,0576-83338125,ZJ-RELIGIOUSGROUP-PEOPLE-198,317100,三门县佛教协会,
武义县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-66,武义县,浙江省,基督教,2013/1/1,ZJ-RELIGIOUSGROUP-GOV-94,330723-019475-1,县团体,51330723066948486R,浙江省金华市武义县城下福四路横巷13号,金华市,0579-88510012,ZJ-RELIGIOUSGROUP-PEOPLE-260,321200,武义县基督教三自爱国运动委员会,
瓯海区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-5,瓯海区,浙江省,基督教,1992/7/15,ZJ-RELIGIOUSGROUP-GOV-56,浙温瓯社证字第06号,县团体,513000000000000000,浙江省温州市瓯海区梧田街道站南商贸城C幢309-310室,温州市,0577-86768310,ZJ-RELIGIOUSGROUP-PEOPLE-69,325014,瓯海区基督教协会,
杭州市伊斯兰教协会,协会,ZJ-RELIGIOUSVENUE-GOV-108,330101,浙江省,伊斯兰教,1980/6/1,ZJ-RELIGIOUSGROUP-GOV-73,288,市团体,513000000000000000,杭州市江干区运河东路301号,杭州市,0571-58110803,ZJ-RELIGIOUSGROUP-PEOPLE-98,310004,杭州市伊斯兰教协会,
奉化区基督教三自爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-43,330283,浙江省,基督教,1991/7/27,ZJ-RELIGIOUSGROUP-GOV-74,社证字第200012,县团体,51330283MJ9103873B,浙江省宁波市奉化区城基路13号,宁波市,0574-88741451,ZJ-RELIGIOUSGROUP-PEOPLE-297,315500,奉化区基督教三自爱国会,
平阳县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-25,平阳县,浙江省,佛教,1984/1/1,ZJ-RELIGIOUSGROUP-GOV-7,平民社证字第33032603043号,县团体,51330326A9533630XM,浙江省温州市平阳县三排口东林寺,温州市,0577-63018711,ZJ-RELIGIOUSGROUP-PEOPLE-186,325400,平阳县佛教协会,
浙江省基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-171,上城区,浙江省,基督教,2013/5/15,ZJ-RELIGIOUSGROUP-GOV-35,浙社证字第22012号,省团体,51330000501869783L,浙江省杭州市解放路132号,杭州市,0571-87130125,ZJ-RELIGIOUSGROUP-PEOPLE-279,310009,浙江省基督教三自爱国运动委员会,http://www.zjchurch.com/
上虞区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-89,330682,浙江省,佛教,2008/6/30,ZJ-RELIGIOUSGROUP-GOV-33,514,县团体,51330604502324961N,浙江省绍兴市上虞区丰惠镇祝家庄,绍兴市,0575-82154755,ZJ-RELIGIOUSGROUP-PEOPLE-39,312300,上虞区佛教协会,
柯桥区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-105,柯桥区,浙江省,基督教,2000/5/25,ZJ-RELIGIOUSGROUP-GOV-90,绍县社证字第407号,县团体,51330603502317163Y,浙江省绍兴市柯桥区柯岩街道永进道口柯桥基督教堂,绍兴市,0575-85757368,ZJ-RELIGIOUSGROUP-PEOPLE-131,312030,柯桥区基督教三自爱国运动委员会,
南浔区基督教三自爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-55,南浔区,浙江省,基督教,2008/8/1,ZJ-RELIGIOUSGROUP-GOV-42,浙湖社证字第005号,县团体,51330503754941480C,浙江省湖州市南浔区南浔镇南西街12号,湖州市,0572-3912884,ZJ-RELIGIOUSGROUP-PEOPLE-207,313009,南浔区基督教三自爱国会,
海宁市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-88,海宁市,浙江省,佛教,2000/4/1,ZJ-RELIGIOUSGROUP-GOV-95,浙海社证字第210004号,县团体,5133048179857001XQ,浙江省嘉兴市海宁市西山惠力寺内,嘉兴市,0573-87038913,ZJ-RELIGIOUSGROUP-PEOPLE-353,314400,海宁市佛教协会,
椒江区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-7,椒江区,浙江省,天主教,1982/12/1,ZJ-RELIGIOUSGROUP-GOV-14,台椒民社证字第82019号,县团体,513000000000000000,浙江省台州市椒江西门路2号天主堂,台州市,0576-88226527,ZJ-RELIGIOUSGROUP-PEOPLE-138,318000,椒江区天主教爱国会,
泰顺县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-9,泰顺县,浙江省,佛教,1999/1/1,ZJ-RELIGIOUSGROUP-GOV-80,泰社证字第1999-010号,县团体,51330329502190297G,浙江省温州市泰顺县罗阳镇南塔路塔坪寺,温州市,18888663053,ZJ-RELIGIOUSGROUP-PEOPLE-112,325500,泰顺县佛教协会,
宁波市伊斯兰教协会,协会,ZJ-RELIGIOUSVENUE-GOV-3,330201,浙江省,伊斯兰教,1997/9/1,ZJ-RELIGIOUSGROUP-GOV-92,800356,市团体,51330200MJ8936566N,浙江省宁波市海曙区后营巷18号,宁波市,13857853814,ZJ-RELIGIOUSGROUP-PEOPLE-302,315010,宁波市伊斯兰教协会,
仙居县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-59,仙居县,浙江省,基督教,1987/1/17,ZJ-RELIGIOUSGROUP-GOV-9,浙仙新证64001,县团体,513000000000000000,浙江省台州市仙居县城关耶稣堂巷15号,台州市,18958579236,ZJ-RELIGIOUSGROUP-PEOPLE-354,317300,仙居县基督教协会,
温岭市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-17,温岭市,浙江省,天主教,2000/8/15,ZJ-RELIGIOUSGROUP-GOV-48,社证字第52140号,县团体,51331081502636850Q,浙江省台州市温岭市太平街道坊下街26弄105号,台州市,13486895939,ZJ-RELIGIOUSGROUP-PEOPLE-231,317500,温岭市天主教爱国会,
江干区佛教协会,协会,,330104,浙江省,佛教,1900/1/1,ZJ-RELIGIOUSGROUP-GOV-93,,县团体,51330104341921019J,浙江省杭州市江干区千桃园,杭州市,57186970903,ZJ-RELIGIOUSGROUP-PEOPLE-146,,江干区佛教协会,
武义县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-66,武义县,浙江省,佛教,2004/4/10,ZJ-RELIGIOUSGROUP-GOV-94,武民证字第07230039号,县团体,51330723MJ9608230R,浙江省金华市武义县城花园殿巷74号,金华市,0579-87663021,ZJ-RELIGIOUSGROUP-PEOPLE-154,321200,武义县佛教协会,
温岭市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-17,温岭市,浙江省,基督教,1983/1/1,ZJ-RELIGIOUSGROUP-GOV-48,社证字第52061,县团体,51331081502636156K,浙江省台州市温岭市太平街道兴华路89号,台州市,0576-86223633,ZJ-RELIGIOUSGROUP-PEOPLE-61,317500,温岭市基督教三自爱国运动委员会,
萧山区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-12,萧山区,浙江省,基督教,2019/5/5,ZJ-RELIGIOUSGROUP-GOV-67,,县团体,51330109MJ8833954T,浙江省杭州市萧山区城厢街道萧然南路387号,杭州市,0571-82754393,ZJ-RELIGIOUSGROUP-PEOPLE-83,311201,萧山区基督教三自爱国运动委员会,
东钱湖旅游度假区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-154,330293,浙江省,佛教,2007/3/17,ZJ-RELIGIOUSGROUP-GOV-8,社证字第800001,县团体,51330200MJ8948110E,浙江省宁波市东钱湖福泉山大慈禅寺,宁波市,0574-88375200,ZJ-RELIGIOUSGROUP-PEOPLE-9,315134,东钱湖旅游度假区佛教协会,
婺城区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-86,婺城区,浙江省,基督教,1997/6/10,ZJ-RELIGIOUSGROUP-GOV-36,浙金婺社证字第080016号,县团体,51330702MJ95913440,浙江省金华市酒坊巷98号,金华市,0579-82300664,ZJ-RELIGIOUSGROUP-PEOPLE-147,321000,婺城区基督教协会,
金华市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-112,330701,浙江省,基督教,2000/12/20,ZJ-RELIGIOUSGROUP-GOV-52,浙金市证200170号,市团体,51330700MJ95684949,浙江省金华市婺城区沙畈乡周村,金华市,0579-85381678,ZJ-RELIGIOUSGROUP-PEOPLE-81,321000,金华市基督教三自爱国运动委员会,
宁海县天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-46,宁海县,浙江省,天主教,2000/12/16,ZJ-RELIGIOUSGROUP-GOV-4,480006,县团体,51330226MJ9039189M,浙江省宁波市宁海县跃龙街道白石路8弄1号,宁波市,18858065171,ZJ-RELIGIOUSGROUP-PEOPLE-13,315600,宁海县天主教爱国会,
余姚市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-22,余姚市,浙江省,基督教,1957/2/1,ZJ-RELIGIOUSGROUP-GOV-27,浙余社证字第48004号,县团体,51330281MJ9055429P,浙江省宁波市余姚市凤山街道丹凤新村15幢店8,宁波市,0574-62640230,ZJ-RELIGIOUSGROUP-PEOPLE-32,315400,余姚市基督教三自爱国运动委员会,
路桥区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-20,路桥区,浙江省,佛教,1995/6/17,ZJ-RELIGIOUSGROUP-GOV-31,台路社证字04026,县团体,51331004502633027P,浙江省台州市路桥街道石浜隧道洞口,台州市,0576-82442415,ZJ-RELIGIOUSGROUP-PEOPLE-110,318050,路桥区佛教协会,
瑞安市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-2,瑞安市,浙江省,天主教,1999/1/1,ZJ-RELIGIOUSGROUP-GOV-98,瑞社证字第3141,县团体,5133038173602999XK,浙江省温州市瑞安市凤山小区17幢102号,温州市,13758786286,ZJ-RELIGIOUSGROUP-PEOPLE-324,325200,瑞安市天主教爱国会,
衢江区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-61,衢江区,浙江省,佛教,2009/4/1,ZJ-RELIGIOUSGROUP-GOV-40,衢江社证字第2015号,县团体,51330803502446782W,浙江省衢州市衢江区东迹大道757-775号2楼,衢州市,15325207209,ZJ-RELIGIOUSGROUP-PEOPLE-48,324000,衢江区佛教协会,
德清县道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-18,德清县,浙江省,道教,2019/7/31,ZJ-RELIGIOUSGROUP-GOV-77,,县团体,51330521MJ9451931C,浙江省湖州市德清县武康镇烟霞观内,湖州市,0572-8289506,ZJ-RELIGIOUSGROUP-PEOPLE-325,313200,德清县道教协会,
平湖市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-83,平湖市,浙江省,基督教,1993/2/20,ZJ-RELIGIOUSGROUP-GOV-21,平社证字第（089）号,县团体,5133048250223355X8,浙江省嘉兴市平湖市当湖街道松枫港路,嘉兴市,0573-85019702,ZJ-RELIGIOUSGROUP-PEOPLE-151,314200,平湖市基督教三自爱国运动委员会,
嘉善县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-30,嘉善县,浙江省,佛教,2008/12/1,ZJ-RELIGIOUSGROUP-GOV-108,浙善社证字第210032号,县团体,52330421679570009G,浙江省嘉兴市嘉善县干窑镇三仙路龙庄讲寺内,嘉兴市,0573-84612268,ZJ-RELIGIOUSGROUP-PEOPLE-228,314107,嘉善县佛教协会,
丽水市（节点）,协会,ZJ-RELIGIOUSVENUE-GOV-188,331101,浙江省,天主教,1900/1/1,,,市团体,,,丽水市,,,,丽水市（节点）,
永嘉县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-16,永嘉县,浙江省,佛教,2006/1/1,ZJ-RELIGIOUSGROUP-GOV-59,永社证字第a07号,县团体,513000000000000000,浙江省温州市永嘉县上塘镇玉莲庵,温州市,0577-67228073,ZJ-RELIGIOUSGROUP-PEOPLE-209,325100,永嘉县佛教协会,
鹿城区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-21,鹿城区,浙江省,天主教,2001/10/1,ZJ-RELIGIOUSGROUP-GOV-100,温鹿民社证字第0090号,县团体,5133030250211565X9,浙江省温州市江滨中路276号东门天主堂内101室,温州市,0577-88359167,ZJ-RELIGIOUSGROUP-PEOPLE-239,325000,鹿城区天主教爱国会,
三门县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-65,三门县,浙江省,基督教,1985/1/1,ZJ-RELIGIOUSGROUP-GOV-44,浙三民社证字第82054号,县团体,513000000000000000,浙江省台州市三门县海游平海路28-30号,台州市,0576-83379077,ZJ-RELIGIOUSGROUP-PEOPLE-52,317100,三门县基督教协会,
浙江省基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-171,上城区,浙江省,基督教,2013/5/15,ZJ-RELIGIOUSGROUP-GOV-35,,省团体,51330000501869775R,浙江省杭州市解放路132号,杭州市,0571-87130125,ZJ-RELIGIOUSGROUP-PEOPLE-266,316100,浙江省基督教协会,http://www.zjchurch.com/
丽水市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-188,331101,浙江省,道教,2018/8/1,ZJ-RELIGIOUSGROUP-GOV-37,,市团体,51331100MJ99109660,丽水龙泉市兰巨乡龙祥观,丽水市,13867069888,ZJ-RELIGIOUSGROUP-PEOPLE-242,323714,丽水市道教协会,
龙泉市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-58,龙泉市,浙江省,基督教,2003/6/30,ZJ-RELIGIOUSGROUP-GOV-62,浙龙社证字第023号,县团体,51331181MJ9974900W,浙江省丽水市龙泉市中山东路,丽水市,0578-7128562,ZJ-RELIGIOUSGROUP-PEOPLE-75,323700,龙泉市基督教协会,
衢州市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-11,330801,浙江省,道教,2020/7/2,ZJ-RELIGIOUSGROUP-GOV-70,,市团体,51330800MJ9706324R,浙江省衢州市宁绍巷14号宗教有礼园,衢州市,13282069999,ZJ-RELIGIOUSGROUP-PEOPLE-230,324000,衢州市道教协会,
杭州市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-108,330101,浙江省,基督教,1956/4/1,ZJ-RELIGIOUSGROUP-GOV-15,243,市团体,51330100501892211L,浙江省杭州市解放路132号,杭州市,0571-870144766,ZJ-RELIGIOUSGROUP-PEOPLE-273,310009,杭州市基督教三自爱国运动委员会,
鄞州区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-1,鄞州区,浙江省,基督教,1990/4/12,ZJ-RELIGIOUSGROUP-GOV-55,380048,县团体,51330212MJ90090198,浙江省宁波市鄞州区泰康中路215号南裕二村二幢101-102室,宁波市,0574-88112144,ZJ-RELIGIOUSGROUP-PEOPLE-120,315194,鄞州区基督教协会,
桐庐县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-77,桐庐县,浙江省,基督教,1999/1/1,ZJ-RELIGIOUSGROUP-GOV-13,浙桐社登字第0149号,县团体,51330122501940447Y,浙江省杭州市桐庐县城南街道大奇山路397号,杭州市,0571-64212150,ZJ-RELIGIOUSGROUP-PEOPLE-144,311501,桐庐县基督教协会,
常山县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-26,常山县,浙江省,基督教,1993/1/1,ZJ-RELIGIOUSGROUP-GOV-17,浙衢常社证字4003号,县团体,51330822MJ97309570,浙江省衢州市常山县天马街道建国路125号,衢州市,13017745843,ZJ-RELIGIOUSGROUP-PEOPLE-90,324200,常山县基督教协会,
路桥区道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-20,路桥区,浙江省,道教,1995/6/17,ZJ-RELIGIOUSGROUP-GOV-31,4017,县团体,5133100468169502XE,浙江省台州市路桥区路桥街道丁岙村,台州市,0576-82443603,ZJ-RELIGIOUSGROUP-PEOPLE-177,318050,路桥区道教协会,
富阳区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-49,富阳区,浙江省,佛教,1998/7/5,ZJ-RELIGIOUSGROUP-GOV-88,83,县团体,51330111773572473L,浙江省杭州市富阳区富春街道东山村,杭州市,57163371312,ZJ-RELIGIOUSGROUP-PEOPLE-306,311400,富阳区佛教协会,
瑞安市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-2,瑞安市,浙江省,基督教,1982/1/1,ZJ-RELIGIOUSGROUP-GOV-98,瑞社证字第3120号,县团体,51330381A95530153D,浙江省温州市瑞安市瑞祥大道20栋7号,温州市,0577-65817144,ZJ-RELIGIOUSGROUP-PEOPLE-203,325200,瑞安市基督教协会,
平阳县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-25,平阳县,浙江省,基督教,1984/7/1,ZJ-RELIGIOUSGROUP-GOV-7,平民社证字第33032603080,县团体,,浙江省温州市平阳县敖江镇园林路248号,温州市,13868573110,ZJ-RELIGIOUSGROUP-PEOPLE-47,325401,平阳县基督教协会,
丽水市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-188,331101,浙江省,基督教,2009/12/29,ZJ-RELIGIOUSGROUP-GOV-37,丽市社证字第234号,市团体,51331100670276209A,浙江省丽水市丽阳街581-3号基督教堂,丽水市,13625886265,ZJ-RELIGIOUSGROUP-PEOPLE-157,323000,丽水市基督教协会,
龙湾区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-51,龙湾区,浙江省,佛教,1991/10/25,ZJ-RELIGIOUSGROUP-GOV-32,温龙社证第044号,县团体,51330303502125620J,浙江省温州市龙湾区瑶溪街道皇岙村国安禅寺,温州市,13505772653,ZJ-RELIGIOUSGROUP-PEOPLE-336,325024,龙湾区佛教协会,
江北区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-79,江北区,浙江省,基督教,1999/12/1,ZJ-RELIGIOUSGROUP-GOV-53,99025,县团体,51330205MJ89774649,浙江省宁波市江北区中马路526号,宁波市,0574-87232394,ZJ-RELIGIOUSGROUP-PEOPLE-322,315021,江北区基督教三自爱国运动委员会,
象山县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-24,象山县,浙江省,基督教,1998/1/1,ZJ-RELIGIOUSGROUP-GOV-18,28034,县团体,51330225MJ9026994Q,浙江省宁波市象山县丹西街道西谷路90号,宁波市,0574-59123382,ZJ-RELIGIOUSGROUP-PEOPLE-150,315700,象山县基督教协会,http://xschurch.com/
浙江省天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-171,拱墅区,浙江省,天主教,2013/6/26,ZJ-RELIGIOUSGROUP-GOV-35,浙社证字第22008号,省团体,513000000000000000,浙江省杭州市中山北路415号,杭州市,0571-85151587,ZJ-RELIGIOUSGROUP-PEOPLE-221,310003,浙江省天主教爱国会,www.cczj.org
天台山佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-39,天台县,浙江省,佛教,1992/1/1,ZJ-RELIGIOUSGROUP-GOV-79,72015,县团体,51331023A997722805,浙江省台州市天台县赤城街道峧头,台州市,0576-83985696,ZJ-RELIGIOUSGROUP-PEOPLE-190,317200,天台山佛教协会,
奉化区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-43,330283,浙江省,佛教,1988/12/1,ZJ-RELIGIOUSGROUP-GOV-74,社证字第200014,县团体,51330283MJ910389XX,浙江省宁波市奉化区中塔路5号,宁波市,0574-88598915,ZJ-RELIGIOUSGROUP-PEOPLE-99,315500,奉化区佛教协会,
龙湾区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-51,龙湾区,浙江省,基督教,1995/8/2,ZJ-RELIGIOUSGROUP-GOV-32,浙龙社证字第025号,县团体,,浙江省温州市龙湾区状元街道前潘路40号,温州市,0577-86355227,ZJ-RELIGIOUSGROUP-PEOPLE-315,325011,龙湾区基督教协会,http://www.wzjdj.cn
义乌市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-37,义乌市,浙江省,基督教,2003/6/30,ZJ-RELIGIOUSGROUP-GOV-38,义证字047号,县团体,51330782A97618378N,浙江省金华市义乌市宗泽东路237号,金华市,0579-85381678,ZJ-RELIGIOUSGROUP-PEOPLE-45,322000,义乌市基督教协会,www.ywchurch.com
瓯海区道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-5,瓯海区,浙江省,道教,1993/12/23,ZJ-RELIGIOUSGROUP-GOV-56,浙温瓯民证字第（07）号,县团体,51330304502131983C,浙江省温州市瓯海区西山东路116号弄内,温州市,0577-88532512,ZJ-RELIGIOUSGROUP-PEOPLE-172,325000,瓯海区道教协会,
滨江区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-160,滨江区,浙江省,佛教,2013/11/11,ZJ-RELIGIOUSGROUP-GOV-3,区民社证字第2013---047号,县团体,51330108082121390H,浙江省杭州市滨江区长河街道冠山禅寺内,杭州市,0571-86606448,ZJ-RELIGIOUSGROUP-PEOPLE-292,310052,滨江区佛教协会,
绍兴市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-41,越城区,浙江省,基督教,2004/2/9,ZJ-RELIGIOUSGROUP-GOV-66,绍社证字第632号,市团体,51330600502305250Q,浙江省绍兴市东街81号,绍兴市,0575-85135269,ZJ-RELIGIOUSGROUP-PEOPLE-246,312000,绍兴市基督教协会,
武义县基督教协会,协会,武义县民族宗教事务局,武义县,浙江省,基督教,2013/1/1,ZJ-RELIGIOUSGROUP-GOV-94,330723-019475-2,县团体,51330723066948486R,浙江省金华市武义县城下福四路横巷13号,金华市,0579-88510012,ZJ-RELIGIOUSGROUP-PEOPLE-361,321200,武义县基督教协会,
新昌县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-69,新昌县,浙江省,基督教,2007/6/14,ZJ-RELIGIOUSGROUP-GOV-96,50231225-0,县团体,51330624MJ9527713C,浙江省绍兴市新昌县七星街道坎头村,绍兴市,13967585952,ZJ-RELIGIOUSGROUP-PEOPLE-166,312500,新昌县基督教协会,
永嘉县道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-16,永嘉县,浙江省,道教,1994/1/1,ZJ-RELIGIOUSGROUP-GOV-59,永社证字（A006）号,县团体,5133032450215312X6,浙江省温州市永嘉县上塘殿后山,温州市,0577-67229753,ZJ-RELIGIOUSGROUP-PEOPLE-72,325100,永嘉县道教协会,
衢州市柯城区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-75,柯城区,浙江省,佛教,2019/11/22,ZJ-RELIGIOUSGROUP-GOV-2,,县团体,51330802MJ9717306R,浙江省衢州市柯城区九华乡上方村孟高寮38号,衢州市,15725206100,ZJ-RELIGIOUSGROUP-PEOPLE-196,324000,衢州市柯城区佛教协会,
衢州市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-11,330801,浙江省,佛教,1997/1/1,ZJ-RELIGIOUSGROUP-GOV-70,浙社政字第4009号,市团体,51330800749830356M,浙江省衢州市宁绍巷14号宗教有礼园,衢州市,0570-3034004,ZJ-RELIGIOUSGROUP-PEOPLE-345,324000,衢州市佛教协会,
海曙区基督教协会,协会,,海曙区,浙江省,基督教,2018/4/9,ZJ-RELIGIOUSGROUP-GOV-97,浙甬海社证字第110349号,县团体,51330203MJ8961243Q,浙江省宁波市长春路122号,宁波市,0574-88081614,ZJ-RELIGIOUSGROUP-PEOPLE-202,315000,海曙区基督教协会,
新城基督教岙山教堂,协会,,定海区,浙江省,基督教,2016/9/1,ZJ-RELIGIOUSVENUE-GOV-76,浙J090000002,,,舟山市新城岙山沙头西边137号,舟山市,,ZJ-RELIGIOUSGROUP-PEOPLE-59,,新城基督教岙山教堂,
婺城区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-86,婺城区,浙江省,基督教,1998/5/1,ZJ-RELIGIOUSGROUP-GOV-36,浙金婺社证字第080017号,县团体,51330702MJ9591352T,浙江省金华市城区酒坊巷98号,金华市,0579-82300664,ZJ-RELIGIOUSGROUP-PEOPLE-250,321000,婺城区基督教三自爱国运动委员会,
临安区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-50,临安区,浙江省,基督教,1993/12/1,ZJ-RELIGIOUSGROUP-GOV-30,临社证字第0270号,县团体,51330185776639207D,浙江省杭州市临安区锦城街道保锦路281号福音堂,杭州市,0571-63738096,ZJ-RELIGIOUSGROUP-PEOPLE-256,311300,临安区基督教三自爱国运动委员会,
龙湾区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-51,龙湾区,浙江省,基督教,1995/8/2,ZJ-RELIGIOUSGROUP-GOV-32,温龙社证字025号,县团体,51330303502125794U,浙江省温州市龙湾区状元街道前潘路40号,温州市,0577-86355227,ZJ-RELIGIOUSGROUP-PEOPLE-329,325011,龙湾区基督教三自爱国运动委员会,http://www.wzjdj.cn
龙港市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-42,龙港市,浙江省,基督教,2020/10/15,ZJ-RELIGIOUSGROUP-GOV-84,,县团体,51330383MJ91348641,浙江省温州龙港市环河路19－20号主恩堂,温州市,,ZJ-RELIGIOUSGROUP-PEOPLE-200,325802,龙港市基督教三自爱国运动委员会,
洞头区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-36,洞头区,浙江省,佛教,2001/8/13,ZJ-RELIGIOUSGROUP-GOV-10,浙洞民社证字第069号,县团体,513000000000000000,浙江省温州市洞头区东屏街道普陀路1号,温州市,0577-621020,ZJ-RELIGIOUSGROUP-PEOPLE-215,325700,洞头区佛教协会,
安吉县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-57,安吉县,浙江省,基督教,1900/1/1,ZJ-RELIGIOUSGROUP-GOV-76,,县团体,51330523MJ9472345B,浙江省湖州市安吉县云鸿路基督教堂,湖州市,0572-5862990,ZJ-RELIGIOUSGROUP-PEOPLE-338,313300,安吉县基督教协会,
文成县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-56,文成县,浙江省,基督教,2014/3/24,ZJ-RELIGIOUSGROUP-GOV-20,文社证字第0528469号,县团体,513000000000000000,浙江省温州市文成县大峃镇乌垟坑,温州市,15257756635,ZJ-RELIGIOUSGROUP-PEOPLE-87,325300,文成县基督教协会,
中国佛教协会,协会,,,,,,,,,,,,,,,中国佛教协会,
浙江省基督教两会,协会,,,,,,,,,,,,,,,浙江省基督教两会,
